ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1-49,SI--LOG4-30,"START FIRST TRANSPORT TO SITE (HEAVY LOADS)",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,08/12/2021,,08/12/2021,,"SI--LOG4-20 FS,SI--LOG2-80 FS,SI--2222-32 SS","SI--LOG4-20,SI--LOG2-80,SI--2222-32","SI20MAG4-25 FS,SP20MA-4C25 FS,SI20MA-4-25 FS,SI20MKA4-25 FS,SI20BAT4-25 FS,SI20BBT4-25 FS,SI20MBA4-26 FS,SI20HA-4G25 FS,SI20HB-4A26 FS","SI20MAG4-25,SP20MA-4C25,SI20MA-4-25,SI20MKA4-25,SI20BAT4-25,SI20BBT4-25,SI20MBA4-26,SI20HA-4G25,SI20HB-4A26",70,,70,,16,,16,,41,136,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-50,SI--LOG2-80,"CONTRACT INTO FORCE TRANSPORT & LOGISTICS",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,11/06/2021,11/06/2021,11/06/2021,11/06/2021,"SI--LOG2-70 FS","SI--LOG2-70","SI--LOG4-10 FS,SI--LOG4-30 FS,SI--LOG4-20 FS","SI--LOG4-10,SI--LOG4-30,SI--LOG4-20",44,44,44,44,10,10,10,10,16,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-51,SI--LOG2-70,"CONTRACT AWARD LOGISTICS CONTRACT (SOURCING BOARD / FINAL CONTRACT DOCUMENTS)",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,28/05/2021,28/05/2021,10/06/2021,10/06/2021,"SI--LOG2-60 FS","SI--LOG2-60","SI--LOG2-80 FS","SI--LOG2-80",42,42,44,44,10,10,10,10,14,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-52,SI--LOG2-10,"RECEIVE COLLI LIST (INCL. SOURCING CONCEPT / INCOTERMS)",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,100,TK_Complete,25/02/2021,25/02/2021,25/02/2021,25/02/2021,"SI-----1-05 FS","SI-----1-05","SI--LOG2-20 FS","SI--LOG2-20",29,29,29,29,6,6,6,6,5,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-53,SI--LOG2-50,"SHORTLIST READY FOR LOGISTICS CONTRACT",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,07/05/2021,07/05/2021,07/05/2021,07/05/2021,"SI--LOG2-40 FS","SI--LOG2-40","SI20MB-6-00 FS,SI20MA-6B00 FS,SI20MBR6-15 FS,SI20MA-6-03 FS,SI20MAW6-16 FS,SI20MAV6-15 FS,SI--LOG2-60 FS","SI20MB-6-00,SI20MA-6B00,SI20MBR6-15,SI20MA-6-03,SI20MAW6-16,SI20MAV6-15,SI--LOG2-60",39,39,39,39,9,9,9,9,11,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-54,SI--LOG2-30,"QUOTATION STAGE LOGISTICS CONTRACT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,19/03/2021,19/03/2021,15/04/2021,15/04/2021,"SI--LOG2-20 FS","SI--LOG2-20","SI--LOG2-40 FS","SI--LOG2-40",32,32,36,36,7,7,8,8,6,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-55,SI--LOG2-20,"PREPARATION RFQ LOGISTICS CONTRACT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,26/02/2021,26/02/2021,18/03/2021,18/03/2021,"SI--LOG2-10 FS,SI-----1-05 FS","SI--LOG2-10,SI-----1-05","SI--LOG2-30 FS,SI--3331-36 FS","SI--LOG2-30,SI--3331-36",29,29,32,32,6,6,7,7,5,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-56,SI--LOG2-60,"CONTRACTUAL CLARIFICATION, QUALIFICATION AND FINAL EVALUATION",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,07/05/2021,07/05/2021,27/05/2021,27/05/2021,"SI--LOG2-50 FS","SI--LOG2-50","SI--LOG2-70 FS","SI--LOG2-70",39,39,42,42,9,9,9,9,11,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-57,SI--LOG4-20,"PREPARATION PERIOD FOR LOGISTICS CONTRACTOR (HEAVY LOADS)",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,62,TK_Active,11/06/2021,11/06/2021,07/12/2021,,"SI--LOG2-80 FS,SI--2222-32 SS","SI--LOG2-80,SI--2222-32","SI--LOG4-30 FS","SI--LOG4-30",44,44,70,,10,10,16,,16,136,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-58,SI--PEI7-20,"START I&C ERECTION WORKS ON SITE",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,06/07/2022,,06/07/2022,,"SI--2222-32 SS","SI--2222-32","SI20MBL7-25 FS,SI20C--7B15 FS,SI20BZK7B24 FS,SI20UBA7-16 FS,SI20BZK7D25 FS,SI20UBA7-104 FS,SI20UBA7-25 SS,SI20UBA7-15 SS,SI20UBA7-17 FS,SI20BZP7-140 FS,SI20UBA7-25 FS,SI20UBA7-15 FS,SI20BZK7B26 FS,SI--BRU8-22 FS,SI20CR-8-10 FS,SI20UBA8-12 FS,SI--2226-55 FS,SI--2222-35 FS","SI20MBL7-25,SI20C--7B15,SI20BZK7B24,SI20UBA7-16,SI20BZK7D25,SI20UBA7-104,SI20UBA7-25,SI20UBA7-15,SI20UBA7-17,SI20BZP7-140,SI20UBA7-25,SI20UBA7-15,SI20BZK7B26,SI--BRU8-22,SI20CR-8-10,SI20UBA8-12,SI--2226-55,SI--2222-35",100,,100,,23,,23,,72,592,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-59,SI--PEE7-20,"START ELECTRICAL ERECTION WORKS ON SITE",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,28/03/2022,,28/03/2022,,"SI--2222-32 SS,SI--2227-68 FS,SI20E--7-5& FS","SI--2222-32,SI--2227-68,SI20E--7-5&","SI20BZP7-125 FS,SI20BZK7-130 FS,SI20BZP7-95 FS,SI20BZP7-135 FS,SI20BZP7-140 FS,SI20BZP7-60 FS,SI20BZP7-100 FS,SI20BZP7-110 FS,SI20BZP7-145 FS,SI20BZP7-80 FS,SI20BZP7-15 FS,SI20BZP7-20 FS,SI20BZP7-85 FS,SI20BZP7-115 FS,SI20UBA7-25 FS,SI20UBA7-15 FS,SI20BZP7-50 FS,SI20BZP7-160 FS,SI20BZP7-75 FS,SI20BZP7-171 FS,SI20BZP7-172 FS,SI20BZP7-173 FS,SI20BZK7-180 FS,SI20BZP7-170 FS,SI20BZP7-70 FS,SI20BZP7-181 FS,SI20BZP7-65 FS,SI20BZP7-55 FS,SI20BZP7-182 FS,SI20BZP7-105 FS,SI20BZP7-115 SS,SI20BZP7-174 FS,SI20BZP7-40 FS,SI20BZP7-5 FS,SI20BZP7-35 FS,SI20BZP7-120 FS,SI20BZP7-90 FS,SI20BZP7-125 SS,SI20BZK7-130 SS,SI20BZP7-155 FS,SI20BZP7-145 SS,SI20BZP7-165 FS,SI20BZP7-15 SS,SI20BZP7-135 SS,SI20BZP7-80 SS,SI20BZP7-10 FS,SI20BZP7-95 SS,SI20BZP7-45 FS,SI20BZP7-85 SS,SI20BZP7-50 SS,SI20BZP7-160 SS,SI20BZP7-60 SS,SI20BZP7-171 SS,SI20BZP7-75 SS,SI20BZP7-150 FS,SI20BZP7-20 SS,SI20BZP7-110 SS,SI20BZP7-100 SS,SI20BZP7-140 SS,SI20BZK7-187 FS,SI20BZK7-187 SS,SI20CFE7A25 FS,SI20MAA7A15 FS,SI20MAG7A15 FS,SI20MAJ7A15 FS,SI20MAL7A15 FS,SI20MAN7H15 FS,SI20MAV7H15 FS,SI20MAW7H15 FS,SI20MAX7H15 FS,SI20MB-7H15 FS,SI20MB-7J15 FS,SI20MBQ7H15 FS,SI20LBA7H15 FS,SI20LBA7H16 FS,SI20LBA7J15 FS,SI20LBA7J16 FS,SI20LBB7J15 FS,SI20LBB7J17 FS,SI20LBG7A17 FS,SI20LBG7A15 FS,SI20LAB7H15 FS,SI20LCA7A15 FS,SI20LCL7A15 FS,SI20LCW7H15 FS,SI20LDK7H16 FS,SI20EK-7H15 FS,SI20EK-7I15 FS,SI20PAB7A15 FS,SI20PAH7H15 FS,SI20PAR7A16 FS,SI20PCB7H15 FS,SI20PGB7H15 FS,SI20GHC7H15 FS,SI20GHC7H17 FS,SI20GHD7H15 FS,SI20QFB7H15 FS,SI20QU-7H15 FS,SI20BZK7E26 FS","SI20BZP7-125,SI20BZK7-130,SI20BZP7-95,SI20BZP7-135,SI20BZP7-140,SI20BZP7-60,SI20BZP7-100,SI20BZP7-110,SI20BZP7-145,SI20BZP7-80,SI20BZP7-15,SI20BZP7-20,SI20BZP7-85,SI20BZP7-115,SI20UBA7-25,SI20UBA7-15,SI20BZP7-50,SI20BZP7-160,SI20BZP7-75,SI20BZP7-171,SI20BZP7-172,SI20BZP7-173,SI20BZK7-180,SI20BZP7-170,SI20BZP7-70,SI20BZP7-181,SI20BZP7-65,SI20BZP7-55,SI20BZP7-182,SI20BZP7-105,SI20BZP7-115,SI20BZP7-174,SI20BZP7-40,SI20BZP7-5,SI20BZP7-35,SI20BZP7-120,SI20BZP7-90,SI20BZP7-125,SI20BZK7-130,SI20BZP7-155,SI20BZP7-145,SI20BZP7-165,SI20BZP7-15,SI20BZP7-135,SI20BZP7-80,SI20BZP7-10,SI20BZP7-95,SI20BZP7-45,SI20BZP7-85,SI20BZP7-50,SI20BZP7-160,SI20BZP7-60,SI20BZP7-171,SI20BZP7-75,SI20BZP7-150,SI20BZP7-20,SI20BZP7-110,SI20BZP7-100,SI20BZP7-140,SI20BZK7-187,SI20BZK7-187,SI20CFE7A25,SI20MAA7A15,SI20MAG7A15,SI20MAJ7A15,SI20MAL7A15,SI20MAN7H15,SI20MAV7H15,SI20MAW7H15,SI20MAX7H15,SI20MB-7H15,SI20MB-7J15,SI20MBQ7H15,SI20LBA7H15,SI20LBA7H16,SI20LBA7J15,SI20LBA7J16,SI20LBB7J15,SI20LBB7J17,SI20LBG7A17,SI20LBG7A15,SI20LAB7H15,SI20LCA7A15,SI20LCL7A15,SI20LCW7H15,SI20LDK7H16,SI20EK-7H15,SI20EK-7I15,SI20PAB7A15,SI20PAH7H15,SI20PAR7A16,SI20PCB7H15,SI20PGB7H15,SI20GHC7H15,SI20GHC7H17,SI20GHD7H15,SI20QFB7H15,SI20QU-7H15,SI20BZK7E26",86,,86,,20,,20,,54,328,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-60,SI--PEM6-20&,"START MECHANICAL ERECTION WORKS ON SITE",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,16/01/2022,,16/01/2022,,"SI--2222-32 SS,SI--2226-66 SS,SI--UB-2-35 FS,SI--UR-2-35 FS,SI--UM-2-35 FS,SI--UE-2E36 FS,SI20UZx5-49 FS,SI--3335-71 FS,SI--3335-70 FS,SI--3335-69 FS,SI--3335-68 FS,SI--3335-67 FS,SI--3335-66 FS,SI--2226-66 FS,SI--3335-73 FS,SI--3335-72 FS,SI--3335-75 FS,SI--3335-74 FS,SI--3335-76 FS,SI--3335-77 FS,SI--3335-78 FS,SI--3335-79 FS,SI--3335-80 FS","SI--2222-32,SI--2226-66,SI--UB-2-35,SI--UR-2-35,SI--UM-2-35,SI--UE-2E36,SI20UZx5-49,SI--3335-71,SI--3335-70,SI--3335-69,SI--3335-68,SI--3335-67,SI--3335-66,SI--2226-66,SI--3335-73,SI--3335-72,SI--3335-75,SI--3335-74,SI--3335-76,SI--3335-77,SI--3335-78,SI--3335-79,SI--3335-80","SI20MB-6-00 FS,SI20MA-6B00 FS,SI20MBR6-15 FS,SI20MA-6-03 FS,SI20MAW6-16 FS,SI20MAV6-15 FS","SI20MB-6-00,SI20MA-6B00,SI20MBR6-15,SI20MA-6-03,SI20MAW6-16,SI20MAV6-15",76,,76,,17,,17,,45,1240,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-61,SP20MPB2A94,"CONTRACT INTO FORCE ENCLOSURE 20MPB",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,25/06/2021,25/06/2021,25/06/2021,25/06/2021,"SP20MPB2A93 FS","SP20MPB2A93","SP20MPB2A98 FS,SP20MPB3A92 FS","SP20MPB2A98,SP20MPB3A92",46,46,46,46,10,10,10,10,19,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-62,SP20MPB2A93,"QUOTATION STAGE ENCLOSURE 20MPB",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,07/05/2021,07/05/2021,24/06/2021,24/06/2021,"SP20MPB2A92 FS","SP20MPB2A92","SP20MPB2A94 FS","SP20MPB2A94",39,39,46,46,9,9,10,10,11,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-63,SP20MPB2A92,"PREPARE TEC RFQ  ENCLOSURE 20MPB",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,29/03/2021,29/03/2021,06/05/2021,06/05/2021,"SI-----1-04 FS","SI-----1-04","SP20MPB2A93 FS,SP--MPB2E70 FS","SP20MPB2A93,SP--MPB2E70",34,34,39,39,8,8,9,9,7,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-64,SP20MPB3A93,"(RFS) READY FOR SHIPMENT ENCLOSURE 20MPB",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,29/04/2022,,29/04/2022,,"SP20MPB4-43 FS","SP20MPB4-43","SI20MPB4-26 FS","SI20MPB4-26",90,,90,,21,,21,,60,504,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-65,SP20MPB3A92,"DETAIL DESIGN / FABRICATION DESIGN ENCLOSURE 20MPB",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,25,TK_Active,09/09/2021,09/09/2021,01/12/2021,,"SP20MPB2A94 FS","SP20MPB2A94","SP20MPB3-83 FS,SP20MPB3A94 FS","SP20MPB3-83,SP20MPB3A94",57,57,69,,13,13,16,,29,504,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-66,SP20MPB4-43,"LOGISTICS AND CUSTOMS PREPARATION ENCLOSURE 20MPB",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,02/04/2022,,29/04/2022,,"SP20MPB3-83 FS","SP20MPB3-83","SP20MPB3A93 FS","SP20MPB3A93",87,,90,,20,,21,,55,504,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-67,SP20MPB3-83,"TIMES OF COMPLETION (FINAL DATA IN KANLOG) ENCLOSURE 20MPB",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,01/04/2022,,01/04/2022,,"SP20MPB3A92 FS,SP20MPB3A94 FS","SP20MPB3A92,SP20MPB3A94","SP20MPB4-43 FS","SP20MPB4-43",86,,86,,20,,20,,54,504,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-68,SP20MPB4A43,"(OTD-OS) ON SITE ENCLOSURE 20MPB",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,23/07/2022,,23/07/2022,,"SI20MPB4-26 FS","SI20MPB4-26","SI20MBA8-10 SS,SI20MPB7E81 SS,SI20MPB7E81 FS,SI20SAM8-10 SS,SI20MPB6E82 FS,SI20MB-4-40 FS","SI20MBA8-10,SI20MPB7E81,SI20MPB7E81,SI20SAM8-10,SI20MPB6E82,SI20MB-4-40",103,,103,,24,,24,,74,272,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-69,SI--PM-2-90,"(DF) 90% DESIGN REVIEW",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,12/01/2022,,12/01/2022,,"SI-----1-05 FS,SI--ZTA2A75 FS,SI--PM-2-60 FS,SI20---2M10 FS,SI--5552-86 FS","SI-----1-05,SI--ZTA2A75,SI--PM-2-60,SI20---2M10,SI--5552-86","SI20MB-6-00 FS,SI20MA-6B00 FS,SI20MBR6-15 FS,SI20MA-6-03 FS,SI20MAW6-16 FS,SI20MAV6-15 FS","SI20MB-6-00,SI20MA-6B00,SI20MBR6-15,SI20MA-6-03,SI20MAW6-16,SI20MAV6-15",75,,75,,17,,17,,45,1264,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-70,SI--PM-2-60,"(DF) 60% DESIGN REVIEW",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,14/10/2021,,14/10/2021,,"SI-----1-05 FS,SI--B--2-55 FS,SI--B--2A55 FS,SI--L--2-35 FS,SI--G--2I35 FS,SI--L--2I46 FS,SI--L--2I45 FS,SI--P--2I45 FS,SI--BAW2-13 FS,SP--MB-2A55 FS,SP--B--2-52 FS,SI--PM-2-30 FS,SI20---2M10 FS,SI--PAB2-24 FS,SI--5552-86 FS,SI--UB-2-36 FS,SI--UR-2-45 FS,SI--UE-2E37 FS,SI--UE2-E38 FS,SI--SG-2-46 FS,SI--SGA2-31 FS","SI-----1-05,SI--B--2-55,SI--B--2A55,SI--L--2-35,SI--G--2I35,SI--L--2I46,SI--L--2I45,SI--P--2I45,SI--BAW2-13,SP--MB-2A55,SP--B--2-52,SI--PM-2-30,SI20---2M10,SI--PAB2-24,SI--5552-86,SI--UB-2-36,SI--UR-2-45,SI--UE-2E37,SI--UE2-E38,SI--SG-2-46,SI--SGA2-31","SI--PM-2-90 FS","SI--PM-2-90",62,,62,,14,,14,,34,1264,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-71,SI--PM-2-30,"(DF) 30% DESIGN REVIEW",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,100,TK_Complete,30/04/2021,30/04/2021,30/04/2021,30/04/2021,"SI-----1-05 FS,SI--B--2A50 FS,SI--B--2-50 FS,SI--SG-2-20 FS,SI--SA-2-05 FS,SI--G--2A05 FS,SI--L--2-05 FS,SI--P--2-05 FS,SI--L--2-35 FS,SI--P--2-35 FS,SI--G--2-35 FS,SP--MB-2-50 FS,SI--SG-2-21 FS,SI--2222-71 FS,SI--2222-70 FS,SI--UB-2-35 FS,SI--UR-2-35 FS,SI--UM-2-35 FS,SI--3332-27 FS,SI20---2M10 FS,SI--2222-134 FS,SI--UE-2E36 FS","SI-----1-05,SI--B--2A50,SI--B--2-50,SI--SG-2-20,SI--SA-2-05,SI--G--2A05,SI--L--2-05,SI--P--2-05,SI--L--2-35,SI--P--2-35,SI--G--2-35,SP--MB-2-50,SI--SG-2-21,SI--2222-71,SI--2222-70,SI--UB-2-35,SI--UR-2-35,SI--UM-2-35,SI--3332-27,SI20---2M10,SI--2222-134,SI--UE-2E36","SI--BZP2-15 FS,SI--PM-2-60 FS,SI--5552-86 FS,SI20UZJ2-81 FS,SI20UTG2-5 FS,SI20UTG2-49 FS,SI20UTG2-65 FS,SI20UTG2-73 FS,SI20UTG2-81 FS,SI20UTG2-57 FS,SI20UTG2-41 FS","SI--BZP2-15,SI--PM-2-60,SI--5552-86,SI20UZJ2-81,SI20UTG2-5,SI20UTG2-49,SI20UTG2-65,SI20UTG2-73,SI20UTG2-81,SI20UTG2-57,SI20UTG2-41",38,38,38,38,9,9,9,9,10,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-72,SI20---3G80&,"START OF STEELWORK OF ASSEMBLY LOT 3",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,02/03/2022,,02/03/2022,,"SI20---3G79& FS","SI20---3G79&","SI20---3M72 FS,SI20---3B52 FS","SI20---3M72,SI20---3B52",82,,82,,19,,19,,51,952,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-73,SI20---3G79&,"START OF STEELWORK OF ASSEMBLY LOT 2",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,03/02/2022,,03/02/2022,,"SI20---3G77& FS","SI20---3G77&","SI20---3G80& FS,SI20---3B45 FS","SI20---3G80&,SI20---3B45",78,,78,,18,,18,,47,208,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-74,SI20---3G77&,"START OF STEELWORK OF ASSEMBLY LOT 1",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,05/01/2022,,05/01/2022,,"SI20---3G75& FS","SI20---3G75&","SI20---3G79& FS,SI20---3B37 FS","SI20---3G79&,SI20---3B37",74,,74,,17,,17,,44,240,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-75,SI20---3G75&,"START OF STEELWORK PREFABRICATION SHIPMENT LOT 3",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,09/11/2021,,09/11/2021,,"SI20---3G78 FS,SI20---3G76 FS","SI20---3G78,SI20---3G76","SI20---3B51 FS,SI20---3G77& FS","SI20---3B51,SI20---3G77&",66,,66,,15,,15,,37,696,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-76,SI20---3G73&,"START OF STEELWORK PREFABRICATION SHIPMENT LOT 2",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,07/10/2021,,07/10/2021,,"SI20---3G74 FS,SI20---3G72 FS","SI20---3G74,SI20---3G72","SI20---3B44 FS","SI20---3B44",61,,61,,14,,14,,32,208,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-77,SI----P3I32,"FINAL CONTROL VALVE DRAWINGS AVAILABLE",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,27/05/2021,27/05/2021,27/05/2021,27/05/2021,"SI----P3I33 SS","SI----P3I33","SI20---3M25 FS","SI20---3M25",42,42,42,42,9,9,9,9,14,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-78,SI----P3I31,"PRELIMINARY CONTROL VALVE DRAWINGS AVAILABLE",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,29/04/2021,29/04/2021,29/04/2021,29/04/2021,"SI----P3I33 SS","SI----P3I33","SI---1P2A10 FS","SI---1P2A10",38,38,38,38,9,9,9,9,10,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-79,SI----P3I30,"FINAL VALVE DRAWINGS AVAILABLE",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,19/06/2021,19/06/2021,19/06/2021,19/06/2021,"SI----P3I21 SS","SI----P3I21","SI20-1P340 FS,SI20---3B44 FS,SI20---3B51 FS","SI20-1P340,SI20---3B44,SI20---3B51",46,46,46,46,10,10,10,10,18,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-80,SI----P3I29,"PRELIMINARY VALVE DRAWINGS AVAILABLE",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,100,TK_Complete,22/05/2021,22/05/2021,22/05/2021,22/05/2021,"SI----P3I21 SS","SI----P3I21","SI---1P2A10 FS","SI---1P2A10",42,42,42,42,9,9,9,9,13,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-81,SI20PCB6M16,"ERECTION MODULE 20PCB10Y",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,04/06/2022,,10/06/2022,,"SI20PCB4-40 FS,SI20PGB6M15 SS,SI20UMC5E48 FS","SI20PCB4-40,SI20PGB6M15,SI20UMC5E48","SI20PCB6M40 FF,SI20PGB6M16 SS,SI20UMC6B-35 FS","SI20PCB6M40,SI20PGB6M16,SI20UMC6B-35",96,,96,,22,,22,,68,1104,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-82,SI--CP-4-28,"TRANSPORT CCR FURNITURE AND HMI EQUIPMENT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,03/05/2022,,27/06/2022,,"SI--C--3E82 FS","SI--C--3E82","SI20UCA7-15 FS,SI20UCA7-08 FS","SI20UCA7-15,SI20UCA7-08",91,,99,,21,,23,,61,1120,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-83,SI--C--4-12,"LOGISTICS AND CUSTOMS PREPARATION CCR FURNITURE AND HMI EQUIPMENT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,05/04/2022,,02/05/2022,,"SI--C--3-72 FS","SI--C--3-72","SI--C--3E82 FS","SI--C--3E82",87,,91,,20,,21,,56,1120,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-84,SI--C--3-72,"TIMES OF COMPLETION (FINAL DATA IN KANLOG) CCR FURNITURE AND HMI EQUIPMENT",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,04/04/2022,,04/04/2022,,"SI--C--3E26 FS","SI--C--3E26","SI--C--4-12 FS","SI--C--4-12",87,,87,,20,,20,,55,1120,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-85,SI--C--3E26,"DETAIL DESIGN / MANUFACTURING/ SHOP TEST CCR FURNITURE AND HMI EQUIPMENT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,39,TK_Active,04/06/2021,04/06/2021,04/04/2022,,"SI--C--2C50 SS,SI--C--2-85 SS,SI--C--3E86 FS,SI--C--3E87 FF","SI--C--2C50,SI--C--2-85,SI--C--3E86,SI--C--3E87","SI--C--3-72 FS","SI--C--3-72",43,43,87,,10,10,20,,16,1120,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
