Program,Task Code,Task Name,Task Type,Contract,Parent WBS,Current Planned Start,Current Planned Completed,Current Planned Duration (Days),Actual Start,Actual Completed,Actual Duration (Days),Delay (Days),Overrun (Days),Overrun (%),Current Early Start,Current Early End,Current Late Start,Current Late End,Predecessors,Successors
822_AB_W11v4,822-KD-SS-1000,"W11 Schedule Start From Date",TT_Mile,,"Schedule Start From",28-Apr-2014,28-Apr-2014,0,28-Apr-2014,28-Apr-2014,,0,,,01-Jan-2017,01-Jan-2017,01-Jun-2013,01-Jun-2013,0,54
822_AB_W11v4,822-KD-CD-1000,"Completion of the Whole of the Works",TT_FinMile,,"Table 1 - Whole of the Works",26-Nov-2017,26-Nov-2017,0,,,,0,,,26-Nov-2017,26-Nov-2017,10-May-2015,10-May-2015,75,0
822_AB_W11v4,822-KD-SDC-4A-1,"Tunnels from Northern to Southern Limit Degree 1 (revised 14/03/14)",TT_FinMile,,"Table 4 - Specified Degrees of Completion",24-Nov-2015,24-Nov-2015,0,02-Mar-2015,02-Mar-2015,,-267,,,24-Jan-2017,24-Jan-2017,26-Nov-2017,26-Nov-2017,15,0
822_AB_W11v4,822-KD-SDC-4B-1,"SM Vent Building and Shaft - all rooms and common areas Degree 1",TT_FinMile,,"Table 4 - Specified Degrees of Completion",09-Feb-2017,09-Feb-2017,0,,,,0,,,09-Feb-2017,09-Feb-2017,29-Jun-2013,29-Jun-2013,4,0
822_AB_W11v4,822-KD-SDC-4B-2,"SM Vent Building and Shaft - all rooms and common areas Degree 2",TT_FinMile,,"Table 4 - Specified Degrees of Completion",07-Jun-2017,07-Jun-2017,0,,,,0,,,07-Jun-2017,07-Jun-2017,28-Apr-2014,28-Apr-2014,1,0
822_AB_W11v4,822-KD-SDC-4B-3,"SM Vent Building and Shaft - all rooms and common areas Degree 3",TT_FinMile,,"Table 4 - Specified Degrees of Completion",09-Aug-2017,09-Aug-2017,0,,,,0,,,09-Aug-2017,09-Aug-2017,28-Apr-2014,28-Apr-2014,2,0
822_AB_W11v4,822-KD-SDC-4C-3,"PH Vent Building - all rooms and common areas Degree 3",TT_FinMile,,"Table 4 - Specified Degrees of Completion",01-Sep-2015,01-Sep-2015,0,25-Jul-2015,25-Jul-2015,,-38,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-SDC-4E-1,"SM EAP Adit - all rooms and common areas Degree 1",TT_FinMile,,"Table 4 - Specified Degrees of Completion",02-Jan-2015,02-Jan-2015,0,23-Dec-2014,23-Dec-2014,,-10,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-SDC-4E-2,"SM EAP Adit - all rooms and common areas Degree 2",TT_FinMile,,"Table 4 - Specified Degrees of Completion",01-Aug-2015,01-Aug-2015,0,17-Jun-2015,17-Jun-2015,,-45,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,2,0
822_AB_W11v4,822-KD-SDC-4E-3,"SM EAP Adit - all rooms and common areas Degree 3",TT_FinMile,,"Table 4 - Specified Degrees of Completion",15-Feb-2017,15-Feb-2017,0,,,,0,,,15-Feb-2017,15-Feb-2017,28-Apr-2014,28-Apr-2014,2,0
822_AB_W11v4,822-KD-SDC-4F-1,"PH Ventilation Adit - Common areas Degree 1",TT_FinMile,,"Table 4 - Specified Degrees of Completion",01-May-2015,01-May-2015,0,09-Apr-2015,09-Apr-2015,,-22,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,2,0
822_AB_W11v4,822-KD-SDC-4F-2,"PH Ventilation Adit - Common areas Degree 2",TT_FinMile,,"Table 4 - Specified Degrees of Completion",02-Jan-2017,02-Jan-2017,0,,,,0,,,02-Jan-2017,02-Jan-2017,28-Apr-2014,28-Apr-2014,1,0
822_AB_W11v4,822-KD-SDC-4F-3,"PH Ventilation Adit - Common areas Degree 3",TT_FinMile,,"Table 4 - Specified Degrees of Completion",30-Jan-2017,30-Jan-2017,0,,,,0,,,30-Jan-2017,30-Jan-2017,28-Apr-2014,28-Apr-2014,1,0
822_AB_W11v4,822-KD-SDC-4G-1,"PH Vehicular Access Adit - Common areas Degree 1",TT_FinMile,,"Table 4 - Specified Degrees of Completion",29-Jan-2017,29-Jan-2017,0,,,,0,,,29-Jan-2017,29-Jan-2017,30-Jun-2013,30-Jun-2013,3,0
822_AB_W11v4,822-KD-SDC-4G-2,"PH Vehicular Access Adit - Common areas Degree 2",TT_FinMile,,"Table 4 - Specified Degrees of Completion",01-Feb-2017,01-Feb-2017,0,,,,0,,,01-Feb-2017,01-Feb-2017,28-Apr-2014,28-Apr-2014,1,0
822_AB_W11v4,822-KD-SDC-4G-3,"PH Vehicular Access Adit - Common areas Degree 3",TT_FinMile,,"Table 4 - Specified Degrees of Completion",30-Mar-2017,30-Mar-2017,0,,,,0,,,30-Mar-2017,30-Mar-2017,28-Apr-2014,28-Apr-2014,1,0
822_AB_W11v4,822-KD-SDC-4H-1,"PH Vehicular Access Adit - All rooms Degree 1",TT_FinMile,,"Table 4 - Specified Degrees of Completion",14-Jun-2015,14-Jun-2015,0,30-Apr-2015,30-Apr-2015,,-45,,,28-Jan-2017,28-Jan-2017,26-Nov-2017,26-Nov-2017,3,0
822_AB_W11v4,822-KD-SDC-4H-2,"PH Vehicular Access Adit - All rooms Degree 2",TT_FinMile,,"Table 4 - Specified Degrees of Completion",01-Feb-2017,01-Feb-2017,0,,,,0,,,01-Feb-2017,01-Feb-2017,28-Apr-2014,28-Apr-2014,1,0
822_AB_W11v4,822-KD-SDC-4H-3,"PH Vehicular Access Adit - All rooms Degree 3",TT_FinMile,,"Table 4 - Specified Degrees of Completion",02-Mar-2017,02-Mar-2017,0,,,,0,,,02-Mar-2017,02-Mar-2017,28-Apr-2014,28-Apr-2014,1,0
822_AB_W11v4,822-KD-P-1000,"Planned completion of Type A/B UT Tunnel",TT_FinMile,,"Planned Completion Dates",01-Sep-2014,01-Sep-2014,0,16-Aug-2014,16-Aug-2014,,-16,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,3,8
822_AB_W11v4,822-KD-P-1010,"Planned completion of Type A/B DT Tunnel",TT_FinMile,,"Planned Completion Dates",01-Sep-2014,01-Sep-2014,0,30-Aug-2014,30-Aug-2014,,-2,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,2,8
822_AB_W11v4,822-KD-P-1020,"Planned completion of Type G Tunnel (except closure at VAA)",TT_FinMile,,"Planned Completion Dates",05-Mar-2015,05-Mar-2015,0,28-Feb-2015,28-Feb-2015,,-5,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,18,8
822_AB_W11v4,822-KD-P-1030,"Planned completion of Type F Tunnel",TT_FinMile,,"Planned Completion Dates",06-Mar-2015,06-Mar-2015,0,28-Feb-2015,28-Feb-2015,,-6,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,6,8
822_AB_W11v4,822-KD-P-1040,"Planned completion of Type M (N) Tunnel",TT_FinMile,,"Planned Completion Dates",06-Mar-2015,06-Mar-2015,0,28-Feb-2015,28-Feb-2015,,-6,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,10,8
822_AB_W11v4,822-KD-P-1050,"Planned completion of Type C (N) Tunnel",TT_FinMile,,"Planned Completion Dates",27-Dec-2014,27-Dec-2014,0,05-Dec-2014,05-Dec-2014,,-22,,,01-Jan-2017,01-Jan-2017,27-Dec-2014,27-Dec-2014,9,11
822_AB_W11v4,822-KD-P-1060,"Planned completion of Type M (S) Tunnel",TT_FinMile,,"Planned Completion Dates",09-Jan-2015,09-Jan-2015,0,05-Dec-2014,05-Dec-2014,,-35,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,18,8
822_AB_W11v4,822-KD-P-1070,"Planned completion of Type C (S) Tunnel",TT_FinMile,,"Planned Completion Dates",22-Jan-2015,22-Jan-2015,0,06-Dec-2014,06-Dec-2014,,-47,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,6,8
822_AB_W11v4,822-KD-P-1080,"Planned completion of PH1 Junction",TT_FinMile,,"Planned Completion Dates",13-May-2015,13-May-2015,0,30-Apr-2015,30-Apr-2015,,-13,,,01-Jan-2017,01-Jan-2017,29-Jun-2013,29-Jun-2013,8,4
822_AB_W11v4,822-KD-P-1090,"Planned completion of PH2A2 Junction",TT_FinMile,,"Planned Completion Dates",02-Feb-2015,02-Feb-2015,0,21-Jan-2015,21-Jan-2015,,-12,,,01-Jan-2017,01-Jan-2017,09-Dec-2014,09-Dec-2014,4,10
822_AB_W11v4,822-KD-P-1100,"Planned completion of SM2A2 Junction",TT_FinMile,,"Planned Completion Dates",17-Jan-2015,17-Jan-2015,0,27-Nov-2014,27-Nov-2014,,-51,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,8,10
822_AB_W11v4,822-KD-P-1110,"Planned completion of Type E (North) Nozzle",TT_FinMile,,"Planned Completion Dates",19-Jan-2015,19-Jan-2015,0,19-Jan-2015,19-Jan-2015,,0,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,2,9
822_AB_W11v4,822-KD-P-1120,"Planned completion of Type E (South) Nozzle",TT_FinMile,,"Planned Completion Dates",02-Jan-2015,02-Jan-2015,0,20-Dec-2014,20-Dec-2014,,-13,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,2,9
822_AB_W11v4,822-KD-P-1130,"Planned completion of Type P Nozzle",TT_FinMile,,"Planned Completion Dates",16-Jan-2015,16-Jan-2015,0,28-Nov-2014,28-Nov-2014,,-49,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,11,11
822_AB_W11v4,822-KD-P-1140,"Planned completion of PHVA",TT_FinMile,,"Planned Completion Dates",20-Apr-2015,20-Apr-2015,0,09-Apr-2015,09-Apr-2015,,-11,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,10,6
822_AB_W11v4,822-KD-P-1150,"Planned completion of PHVAA",TT_FinMile,,"Planned Completion Dates",28-Jan-2017,28-Jan-2017,0,,,,0,,,28-Jan-2017,28-Jan-2017,29-Jun-2013,29-Jun-2013,5,8
822_AB_W11v4,822-KD-P-1160,"Planned completion of SY Construction Adits",TT_FinMile,,"Planned Completion Dates",19-Jan-2015,19-Jan-2015,0,10-Jan-2015,10-Jan-2015,,-9,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,1,3
822_AB_W11v4,822-KD-P-1170,"Planned completion of VB4 (external works)",TT_FinMile,,"Planned Completion Dates",22-Jun-2017,22-Jun-2017,0,,,,0,,,22-Jun-2017,22-Jun-2017,03-Jan-2015,03-Jan-2015,8,6
822_AB_W11v4,822-KD-P-1180,"Planned completion of SM Shaft",TT_FinMile,,"Planned Completion Dates",01-Jun-2015,01-Jun-2015,0,28-May-2015,28-May-2015,,-4,,,01-Jan-2017,01-Jan-2017,06-Feb-2015,06-Feb-2015,4,3
822_AB_W11v4,822-KD-P-1190,"Planned completion of VB5 (internal works)",TT_FinMile,,"Planned Completion Dates",09-Feb-2017,09-Feb-2017,0,,,,0,,,09-Feb-2017,09-Feb-2017,29-Jun-2013,29-Jun-2013,2,6
822_AB_W11v4,822-KD-P-2000,"Planned Completion of the Whole of the Works",TT_FinMile,,"Planned Completion Dates",25-Nov-2017,25-Nov-2017,0,,,,0,,,25-Nov-2017,25-Nov-2017,09-May-2015,09-May-2015,27,1
822_AB_W11v4,822-KD-P-1200,"Planned closure of Main Tunnel lining at VAA Junction",TT_FinMile,,"Planned Completion Dates",16-Mar-2015,16-Mar-2015,0,28-Feb-2015,28-Feb-2015,,-16,,,01-Jan-2017,01-Jan-2017,07-Feb-2015,07-Feb-2015,4,8
822_AB_W11v4,822-KD-P-1195,"Planned completion of VB5 (external works)",TT_FinMile,,"Planned Completion Dates",02-Sep-2017,02-Sep-2017,0,,,,0,,,02-Sep-2017,02-Sep-2017,05-Feb-2015,05-Feb-2015,5,5
822_AB_W11v4,822-KD-P-1175,"Planned completion of EAP Adit",TT_FinMile,,"Planned Completion Dates",02-Jan-2015,02-Jan-2015,0,22-Dec-2014,22-Dec-2014,,-11,,,01-Jan-2017,01-Jan-2017,28-Apr-2014,28-Apr-2014,2,6
822_AB_W11v4,822-KD-P-2010,"Planned closure of Main Tunnel lining at SY Construction Adit Junction",TT_FinMile,,"Planned Completion Dates",24-Jan-2017,24-Jan-2017,0,,,,0,,,24-Jan-2017,24-Jan-2017,12-Mar-2015,12-Mar-2015,1,2
822_AB_W11v4,822-KD-P-1155,"Planned completion of Link Structure",TT_FinMile,,"Planned Completion Dates",01-Sep-2015,01-Sep-2015,0,13-Jun-2015,13-Jun-2015,,-80,,,01-Jan-2017,01-Jan-2017,29-Jun-2013,29-Jun-2013,1,7
822_AB_W11v4,822-KD-A-3330,"Vacate Area 6.11 (Tai Shu Ha) - EI 92 (after 824 blasting or 30 Jun 15)",TT_FinMile,,"Tai Shu Ha",02-Jan-2017,02-Jan-2017,0,,,,0,,,02-Jan-2017,02-Jan-2017,28-Dec-2014,28-Dec-2014,1,1
822_AB_W11v4,822-KD-A-3340,"Vacate Area 6.12 (Tai Shu Ha) - EI 92 (after 824 blasting or 30 Jun 15)",TT_FinMile,,"Tai Shu Ha",02-Jan-2017,02-Jan-2017,0,,,,0,,,02-Jan-2017,02-Jan-2017,28-Dec-2014,28-Dec-2014,1,1
822_AB_W11v4,822-KD-A-3290,"Vacate Area 6.4 (Kam Sheung Rd - by SLG)",TT_FinMile,,"Pat Heung",18-Aug-2017,18-Aug-2017,0,,,,0,,,18-Aug-2017,18-Aug-2017,09-May-2015,09-May-2015,1,1
822_AB_W11v4,822-KD-A-3320,"1st Vacate Area 6.2 (Pat Heung) to C830",TT_FinMile,,"Pat Heung",01-Jul-2015,01-Jul-2015,0,02-Mar-2015,02-Mar-2015,,-121,,,01-Jan-2017,01-Jan-2017,09-May-2015,09-May-2015,1,1
822_AB_W11v4,822-KD-A-3380,"Vacate Area 6.1 (Pat Heung)",TT_FinMile,,"Pat Heung",18-Aug-2017,18-Aug-2017,0,,,,0,,,18-Aug-2017,18-Aug-2017,09-May-2015,09-May-2015,1,1
822_AB_W11v4,822-KD-A-3390,"2nd Vacate Area 6.2 (Pat Heung)",TT_FinMile,,"Pat Heung",18-Aug-2017,18-Aug-2017,0,,,,0,,,18-Aug-2017,18-Aug-2017,09-May-2015,09-May-2015,2,1
822_AB_W11v4,822-KD-A-3400,"Vacate Area 6.3 (Pat Heung)",TT_FinMile,,"Pat Heung",18-Aug-2017,18-Aug-2017,0,,,,0,,,18-Aug-2017,18-Aug-2017,09-May-2015,09-May-2015,1,1
822_AB_W11v4,822-KD-A-4880,"Vacate Area 6.1A  (Pat Heung)",TT_FinMile,,"Pat Heung",18-Aug-2017,18-Aug-2017,0,,,,0,,,18-Aug-2017,18-Aug-2017,09-May-2015,09-May-2015,2,1
822_AB_W11v4,822-KD-A-3310,"Vacate Area 7.4 (Shing Mun - Cheung Shan Estate Rd)",TT_FinMile,,"Shing Mun",01-Oct-2015,01-Oct-2015,0,24-Sep-2015,24-Sep-2015,,-7,,,01-Jan-2017,01-Jan-2017,09-May-2015,09-May-2015,2,2
822_AB_W11v4,822-KD-A-3420,"Vacate Area 7.1 (Shing Mun)",TT_FinMile,,"Shing Mun",01-Oct-2017,01-Oct-2017,0,,,,0,,,01-Oct-2017,01-Oct-2017,09-May-2015,09-May-2015,3,1
822_AB_W11v4,822-KD-A-3430,"Vacate Area 7.2 (Shing Mun)",TT_FinMile,,"Shing Mun",01-Oct-2017,01-Oct-2017,0,,,,0,,,01-Oct-2017,01-Oct-2017,09-May-2015,09-May-2015,1,1
822_AB_W11v4,822-KD-A-4205,"Vacate Area 7.3 (Part - Shing Mun Bus Terminus)",TT_FinMile,,"Shing Mun",01-Oct-2017,01-Oct-2017,0,,,,0,,,01-Oct-2017,01-Oct-2017,09-May-2015,09-May-2015,1,1
822_AB_W11v4,822-KD-A-3460,"Vacate Area 8.5 (Kwai Fong Compound)",TT_FinMile,,"Kwai Fong",01-Oct-2017,01-Oct-2017,0,,,,0,,,01-Oct-2017,01-Oct-2017,09-May-2015,09-May-2015,1,1
822_AB_W11v4,822-KD-A-3370,"Vacate Area 8.1 (Shek Yam)",TT_FinMile,,"Shek Yam",30-Jun-2015,30-Jun-2015,0,12-Jan-2015,12-Jan-2015,,-169,,,01-Jan-2017,01-Jan-2017,09-May-2015,09-May-2015,0,1
822_AB_W11v4,822-KD-A-3440,"2nd Vacate Area 8.2 (Shek Yam)",TT_FinMile,,"Shek Yam",22-Mar-2017,22-Mar-2017,0,,,,0,,,22-Mar-2017,22-Mar-2017,09-May-2015,09-May-2015,3,1
822_AB_W11v4,822-KD-A-3450,"Vacate Area 8.3 (Shek Yam)",TT_FinMile,,"Shek Yam",22-Mar-2017,22-Mar-2017,0,,,,0,,,22-Mar-2017,22-Mar-2017,09-May-2015,09-May-2015,1,1
822_AB_W11v4,822-KD-A-4890,"1st Vacate Area 8.2 (Shek Yam)",TT_FinMile,,"Shek Yam",01-Jan-2015,01-Jan-2015,0,29-Dec-2014,29-Dec-2014,,-3,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-A-3410,"Vacate Area 6.8 (So Kwan Wat) -EI 97 (Return Date extended to 30 Sep 15)",TT_FinMile,,"So Kwan Wat",26-Mar-2017,26-Mar-2017,0,,,,0,,,26-Mar-2017,26-Mar-2017,29-Mar-2015,29-Mar-2015,1,1
822_AB_W11v4,822-KD-A-3350,"Vacate Area 6.13 (Yam O Barging Point)",TT_FinMile,,"Yam O Barging Point",28-Jan-2015,28-Jan-2015,0,12-Jan-2015,12-Jan-2015,,-16,,,01-Jan-2017,01-Jan-2017,09-May-2015,09-May-2015,2,1
822_AB_W11v4,822-KD-A-3360,"Vacate Area 6.14 (Yam O Barging Point)",TT_FinMile,,"Yam O Barging Point",28-Jan-2015,28-Jan-2015,0,12-Jan-2015,12-Jan-2015,,-16,,,01-Jan-2017,01-Jan-2017,09-May-2015,09-May-2015,2,1
822_AB_W11v4,822-KD-A-3190,"Take Possession of Area 7.4 (SLG) (Shing Mun - Cheung Shan Estate Rd)",TT_Mile,,"Shing Mun",01-Jan-2015,01-Jan-2015,0,01-Nov-2014,01-Nov-2014,,-61,,,01-Jan-2017,01-Jan-2017,02-Aug-2014,02-Aug-2014,1,2
822_AB_W11v4,822-KD-A-3260,"Take 2nd Possession of Area 6.2 (Pat Heung)",TT_Mile,,"Pat Heung",01-Sep-2015,01-Sep-2015,0,02-Mar-2015,02-Mar-2015,,-183,,,01-Jan-2017,01-Jan-2017,09-May-2015,09-May-2015,2,1
822_AB_W11v4,822-KD-A-3250,"Take 2nd Possession of Area 8.2 (Shek Yam)",TT_Mile,,"Shek Yam",01-Jul-2015,01-Jul-2015,0,07-Jun-2015,07-Jun-2015,,-24,,,01-Jan-2017,01-Jan-2017,09-May-2015,09-May-2015,0,1
822_AB_W11v4,822-KD-DC-1210,"Provide DC with access to Main Tunnel for rail pulling North end to E(S) - UT & DT",TT_Mile,,"Access Dates for DCs",07-Mar-2015,07-Mar-2015,0,02-Mar-2015,02-Mar-2015,,-5,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,5,1
822_AB_W11v4,822-KD-DC-1220,"Provide DC with access to full length of Main Tunnel  UT & DT",TT_Mile,,"Access Dates for DCs",07-Mar-2015,07-Mar-2015,0,02-Mar-2015,02-Mar-2015,,-5,,,01-Jan-2017,01-Jan-2017,09-May-2015,09-May-2015,6,2
822_AB_W11v4,822-KD-DC-1230,"Provide DC with access to Main Tunnel DT from South end to E(S)",TT_Mile,,"Access Dates for DCs",01-Nov-2014,01-Nov-2014,0,01-Oct-2014,01-Oct-2014,,-31,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,36,1
822_AB_W11v4,822-KD-DC-1240,"Provide DC with access to Main Tunnel UT from South end to E(S)",TT_Mile,,"Access Dates for DCs",23-Jan-2015,23-Jan-2015,0,07-Dec-2014,07-Dec-2014,,-47,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,5,2
822_AB_W11v4,822-KD-DC-1250,"Provide DC with full access to VB5",TT_Mile,,"Access Dates for DCs",10-Feb-2017,10-Feb-2017,0,,,,0,,,10-Feb-2017,10-Feb-2017,10-May-2015,10-May-2015,3,1
822_AB_W11v4,822-KD-DC-1000,"Access for DC to commence OHL Brackets - P Nozzle to tunnel mid-point - UT only",TT_Mile,,"Access Dates for DCs",18-Sep-2014,18-Sep-2014,0,25-Aug-2014,25-Aug-2014,,-24,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-DC-1260,"Provide DC with full access to EAP",TT_Mile,,"Access Dates for DCs",02-Jan-2015,02-Jan-2015,0,23-Dec-2014,23-Dec-2014,,-10,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-DC-1270,"Provide DC with access to PH2A2 & Nozzels",TT_Mile,,"Access Dates for DCs",16-Feb-2015,16-Feb-2015,0,14-Feb-2015,14-Feb-2015,,-2,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,16,0
822_AB_W11v4,822-KD-DC-1280,"Provide DC with access to PHVAA",TT_Mile,,"Access Dates for DCs",06-Dec-2015,06-Dec-2015,0,10-Jun-2015,10-Jun-2015,,-179,,,28-Jan-2017,28-Jan-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-DC-1290,"Provide DC with access to PHVA",TT_Mile,,"Access Dates for DCs",20-Apr-2015,20-Apr-2015,0,10-Apr-2015,10-Apr-2015,,-10,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-DC-1300,"Provide DC with access to SMVB L4 to G/F (GL A-D)",TT_Mile,,"Access Dates for DCs",16-Mar-2015,16-Mar-2015,0,03-Mar-2015,03-Mar-2015,,-13,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-DC-1310,"Provide DC with access to SMVB U1 to Roof (GL A-B)",TT_Mile,,"Access Dates for DCs",16-Mar-2015,16-Mar-2015,0,06-Mar-2015,06-Mar-2015,,-10,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-DC-1320,"Provide DC with access to SMS T.L to L4 (GL D-F)",TT_Mile,,"Access Dates for DCs",06-Jun-2015,06-Jun-2015,0,29-May-2015,29-May-2015,,-8,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,3,0
822_AB_W11v4,822-KD-DC-1330,"Provide DC with access to SMS L1 to G/F (GL D-F)",TT_Mile,,"Access Dates for DCs",02-Jan-2017,02-Jan-2017,0,,,,0,,,02-Jan-2017,02-Jan-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-DC-1340,"Provide DC with access to SMS U1 to Roof (GL B-F)",TT_Mile,,"Access Dates for DCs",10-Feb-2017,10-Feb-2017,0,,,,0,,,10-Feb-2017,10-Feb-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-DC-1325,"Provide DC with access to SMS  L3 to L2 (GL D-F)",TT_Mile,,"Access Dates for DCs",01-Sep-2015,01-Sep-2015,0,22-Jun-2015,22-Jun-2015,,-71,,,01-Jan-2017,01-Jan-2017,26-Nov-2017,26-Nov-2017,1,0
822_AB_W11v4,822-KD-IPS-D06,"All permanent doors installed",TT_FinMile,,"Cost Centre D - VB4 and Associated Works",16-Jan-2015,16-Jan-2015,0,29-Nov-2014,29-Nov-2014,,-48,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-IPS-D07,"All works substantially complete & statutory inspection successful",TT_FinMile,,"Cost Centre D - VB4 and Associated Works",18-Oct-2017,18-Oct-2017,0,,,,0,,,18-Oct-2017,18-Oct-2017,10-May-2015,10-May-2015,3,1
822_AB_W11v4,822-KD-IPS-F06,"Complete shaft wall structure up to +57mPD",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",01-Sep-2014,01-Sep-2014,0,10-Aug-2014,10-Aug-2014,,-22,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-IPS-F07,"Degree 1 completion of all rooms within Vent Shaft",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",01-Aug-2015,01-Aug-2015,0,28-May-2015,28-May-2015,,-65,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-IPS-F08,"Degree 2 completion of all rooms within Vent Shaft",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",07-Jun-2017,07-Jun-2017,0,,,,0,,,07-Jun-2017,07-Jun-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-IPS-F09,"Degree 3 completion of all rooms within Vent Shaft",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",09-Aug-2017,09-Aug-2017,0,,,,0,,,09-Aug-2017,09-Aug-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-IPS-F10,"All permanent doors installed",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",09-Aug-2017,09-Aug-2017,0,,,,0,,,09-Aug-2017,09-Aug-2017,10-May-2015,10-May-2015,2,1
822_AB_W11v4,822-KD-IPS-F11,"All works substantially complete & statutory inspection successful",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",09-Aug-2017,09-Aug-2017,0,,,,0,,,09-Aug-2017,09-Aug-2017,10-May-2015,10-May-2015,2,1
822_AB_W11v4,822-KD-IPS-F0516,"Complete shaft wall structure up to -12mPD",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",01-Sep-2014,01-Sep-2014,0,26-Jun-2014,26-Jun-2014,,-67,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-IPS-F0526,"Complete shaft wall structure up to +0mPD",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",01-Sep-2014,01-Sep-2014,0,04-Jul-2014,04-Jul-2014,,-59,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-IPS-F0617,"Install pre-cast stair units to L11",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",20-Dec-2014,20-Dec-2014,0,06-Nov-2014,06-Nov-2014,,-44,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-IPS-F0627,"Complete to L11 slab and beams",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",24-Dec-2014,24-Dec-2014,0,06-Nov-2014,06-Nov-2014,,-48,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,2,1
822_AB_W11v4,822-KD-IPS-F0637,"Degree 1 completion of all rooms in EAP + complete L8 slabs and beams",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",01-Jan-2015,01-Jan-2015,0,22-Dec-2014,22-Dec-2014,,-10,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
822_AB_W11v4,822-KD-IPS-F0647,"Complete installation of pre-cast stair units",TT_FinMile,,"Cost Centre F - SM EAP and Vent Shaft",06-Mar-2015,06-Mar-2015,0,13-Dec-2014,13-Dec-2014,,-83,,,01-Jan-2017,01-Jan-2017,10-May-2015,10-May-2015,1,1
